1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,"-","-","-"
"Name founder","Male",43,"email","url_linkedin_profile","proyect name","Information Technology","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",10,"Polish",60,"CEO",50,true,"N/A","N/A","To play a proactive role in shaping the activities of a group of people that I strongly identify with","Masters","Law & Economics (incl. business sciences)",22,7,7,false,0,true,20,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",22000,90000,false,3,"Professional intro",3,"project management, fundraising","Developer",true,"leader name","2018-10-12",true,"Ltd (Spanish S.L.)","2020-01-06","Product-Market fit","Pre-seed","url_project","url_project_linkedin","New Generation Application for Outside Employees.",true,true,"B2B",true,300,"Good",0,485,250000,900000,12,false,"salesbook-app.com",1,"Poland","Bialystok","Poland",true,"salesbook-app.com","Variety",2,false,140000000000,10,"Tech","application, domain","2021-01-05",true,"IPO","bank/private loan","[""Suppliers"",""Distributors"",""Investors""]","N/A",5,"conditional questions","project","questionnaireid","founder"
"Name founder","Female",43,"email","url_linkedin_profile","proyect name","Sales and Marketing","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",22,"Argentinean",35,"CEO",60,true,"N/A","N/A","To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Masters","Social sciences (e.g., psychology, politics, educational science)",22,16,7,false,50000,true,7,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",3000,100000,false,3,"Professional intro",0,"Ability to grow the business","Front end",true,"leader name","2019-01-22",true,"Ltd (Spanish S.L.)","2020-04-30","Product-Market fit","Pre-seed","url_project","url_project_linkedin","All-in-one management software to increase brand awareness, drive sales and get User-Generated Content through micro-influencer and brand ambassadors campaigns.",true,true,"B2B",true,250,"Good",30,6000,150000,450000,7,false,"https://brandchamp.io/",4,"Spain","Barcelona","Spain",true,"https://brandbassador.com/","Service",2,false,10000000000,20,"Tech","SaaS","2020-12-01",true,"M&A","PE","[""Incubators/accelerators"",""Investors"",""Media""]","I put all my knowledge, effort and passion into this project. For a year I was alone developing the idea, learning from mistakes and improving. My goal for this year was to get the best possible team and I did it. I am learning every day, I take care of my team and I am able to take Indomit to the highest possible level with the necessary resources.",4,"I would ask about what the entrepreneur had to overcome to reach this position.","project","questionnaireid","founder"
"Name founder","Male",29,"email","url_linkedin_profile","proyect name","Travel and Tourism","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",3,"Spanish",43,"CEO",80,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Engineering (incl. computer sciences and architecture)",7,3,1,false,0,false,"N/A",false,"To support and advance a group of people that I strongly identify with",15000,80000,false,2,"Incubator",1,"Marketing","Marketing and +1 developer",true,"leader name","2019-11-23",true,"Ltd (Spanish S.L.)","2017-09-11","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Hassle-free car rental for >2-3days >150km",true,true,"B2C",true,8,"Excellent",0,21000,"N/A","N/A",6,false,"Virtuo and Ubeeqo",1,"Spain","Palma de Mallorca","Spain",true,"Ubeeqo and Virtuo just started","Service",2,false,200000000000,0,"Salaries (Team)","Front-end website and brand","2022-03-01",false,"N/A","1. Pivot towards local mobility instead of tourism and push the car per use.","[""Incubators/accelerators"",""Suppliers""]","The market growth is -49% this year due to Covid, but the forecast is to increase strongly in the next years, reaching the values of 2019 in 2022 and overpassing them in 2023.",4,"In some cases I did not find myself identified with any of the answers. This may have been done in purpose, but an ""other"" option could be great to let the person answering express him/herself.","project","questionnaireid","founder"
"Name founder","Male",25,"email","url_linkedin_profile","proyect name","Science and Engineering","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",5,"Spanish",28,"CTO",60,true,"N/A","N/A","To play a proactive role in changing how the world operates","Undergraduate","Engineering (incl. computer sciences and architecture)",3,0,3,false,70000,true,40,true,"To have a strong focus on what the firm is able to achieve for society-at-large",1000,25000,false,3,"Friends",1,"Resilence","CTO and and technical advisor in future",false,"leader name","2020-03-15",true,"Ltd (Spanish S.L.)","2020-09-02","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Developers of innovative aquatic products",true,true,"B2B",false,900,"Good",0,0,50000,100000,12,false,"OceanAlpha",4,"Spain","Valencia","Spain",false,"Anyone","Tech",1,false,4610000000,7,"Physical products","External form developed, and ongoing intellectual property","2021-09-01",false,"N/A","Comercialization in other countries (like Mexico, or Deutchland)","[""Suppliers"",""Incubators/accelerators"",""Media"",""Public Institutions"",""Distributors""]","We want you",5,"Maybe making the form shorter","project","questionnaireid","founder"
"Name founder","Male",24,"email","url_linkedin_profile","proyect name","Education","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",3,"Polish",60,"CEO",30,false,"[""Part-time Job"",""Educational""]",true,"To play a proactive role in changing how the world operates","Undergraduate","Law & Economics (incl. business sciences)",4,2,3,false,0,true,10,false,"To establish a strong competitive advantage and significantly outperform other firms in my domain",1000,100000,false,2,"Colleagues",1,"Digital Marketing, Storytelling, Flutter","CMO, Chief Content Officer",true,"leader name","2019-09-01",true,"Ltd (Spanish S.L.)","2020-05-06","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Transforming how people learn languages through smart storytelling",true,true,"B2C",true,"N/A","Excellent","N/A",44,120000,270000,12,false,"Duolingo",2,"Poland","Olsztyn","Poland",true,"eTutor","Quality",3,false,12500000000,10,"Salaries (Team)","Application, Original Stories, Proprietary Interactive Stories Engine, Know-how, Data, Registered users, Social Media profiles with followers","2020-01-01",false,"N/A","In order: Cost reduction, Debt financing (loans, bonds), Funding round, Restructuring, Merger or selling company to competition","[""Incubators/accelerators"",""Public Institutions""]","Our calculations regarding revenue may not be accurate in a given timeframe. It's hard to say long-term predictions for startup at pre-seed stage. What we do know however is that all the companies in this sector are growing, the market is growing, especially after COVID which totally changed Education industry and since December 2019 we have a first unicorn in this sector - Duolingo - funded by Google Ventures with new market cap of 1.5 billion $. And that's just about the market. Speaking of us, we have a product which is unique and provides education in the form of entertainment. We're getting a wonderful feedback from our users and before publishing any job offers we've received about 5 CVs from people like Machine Learning Engineers, Graphic Designers or Content creators. We were even approached by VC fund from Silicon Valley which is an investor in Coursera.org or Masterclass - leaders of the education sector. People love our concept and that makes us certain about our success. The only thing that we constantly need is time. Time to increase traction, time to develop app, time to write compelling stories, time to build a community and improve our digital marketing skills. We fell in love in what we do and if you too believe in our vision, then feel invited to join us to build a better future of education. Best regards.",4,"I left 2 places empty because I didn't have data and I couldn't write any explanations. Also you can't write a number with comma, only the whole numbers are accepted","project","questionnaireid","founder"
"Name founder","Male",52,"email","url_linkedin_profile","proyect name","Community and Lifestyle","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",13,"Spanish",21,,40,true,"N/A","N/A","To play a proactive role in shaping the activities of a group of people that I strongly identify with","Masters","Law & Economics (incl. business sciences)",25,6,1,false,0,true,10,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",1000,60000,false,4,"Incubator",1,"Technological skills (we have but we´d get the most out of obtaining further)","Marketing & R&D",true,"leader name","2020-03-01",true,"Ltd (Spanish S.L.)","2020-08-12","MVP","Pre-seed","url_project","url_project_linkedin","Combining AI, PNL and AR to overcome emotional challenges and fears",true,true,"B2C",false,22,"Excellent",5,0,280000,1500000,6,false,"Psious",4,"Spain","Madrid","Spain",false,"Psious",,1,true,690000000,8,"Tech","Validation of the innovative method in order to make it unique","2021-09-01",false,"N/A","To pivot","[""Incubators/accelerators"",""Investors""]","At the age of 52 and after 25 years in big corporations, I´m putting all my experience and background in order to succeed with something created on my own",4,"It´s very well tailored but, if any change, I would mention to raise some more emotional questions","project","questionnaireid","founder"
"Name founder","Male",35,"email","url_linkedin_profile","proyect name","Other","To have thoroughly analyzed the financial prospects of my business","Have a job but seek better opportunities",0,"Greek",39,"CTO",15,false,"[""Full-time Job""]",true,"To play a proactive role in changing how the world operates","Masters","Engineering (incl. computer sciences and architecture)",10,5,2,false,0,true,1,false,"To have a strong focus on what my firm can achieve vis-à-vis the competition",200,50000,false,3,"Incubator",1,"Marketing, Social Media Presence, UI/UX","Content and marketing managers",true,"leader name","2019-10-01",true,"Ltd (Spanish S.L.)","2020-02-18","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Renting, leasing and selling original artworks for businesses, hotels and homes",true,true,"B2B",false,15,"Excellent",0,0,165000,457000,12,false,"RiseArt",3,"UK","London","Greece",false,"Not in Greece, RiseArt in UK, OpenGallery in S. Korea","Service",1,false,6000000000,5,"Salaries (Team)","Contracts with artists and artworks","2022-06-15",true,"PE","Use galleries as providers for b2c clients","[""Media"",""Incubators/accelerators""]","N/A",5,"N/A","project","questionnaireid","founder"
"Name founder","Male",33,"email","url_linkedin_profile","proyect name","Financial Services","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",1,"Spanish",15,"CTO",55,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Engineering (incl. computer sciences and architecture)",8,3,1,false,0,true,3,false,"To have a strong focus on what the firm is able to achieve for society-at-large",0,60000,false,3,,0,"In the technical department it would be to improve the support of the UX / UI in frontend and personally, improve my communication skills","Operations and developer",true,"leader name","2020-08-21",true,"Ltd (Spanish S.L.)","2019-12-17","MVP","Pre-seed","url_project","url_project_linkedin","a manage marketplace to rent consumer electronics devices to customers",true,true,"B2C",true,28,"Good",0,8000,950000,2200000,11,false,"Grover",3,"Spain","Valencia","Spain",true,"GoLemon",,1,true,875000000000,7,"Marketing","brand, code and documentation","2021-10-11",true,"M&A","Return to garage and redefine","[""Investors"",""Distributors"",""Incubators/accelerators"",""Suppliers"",""Public Institutions""]","no",3,"Many close questions, change type from ""integer"" numbers in the answers, add a progress bar, add a save button, personalize the form to each person, many questions gonna be repeat answers by all the team.","project","questionnaireid","founder"
"Name founder","Female",44,"email","url_linkedin_profile","proyect name","Financial Services","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",4,"American",16,"CMO",60,true,"N/A","N/A","To play a proactive role in changing how the world operates","Undergraduate","Law & Economics (incl. business sciences)",21,21,3,false,0,true,9,true,"To have a strong focus on what the firm is able to achieve for society-at-large",0,80000,false,3,,1,"I find the team to be very complementary in terms of skills. For example, my experience with Spanish mentality is not profound enough to personally determine messaging for the Spanish market, but this constraint is fully covered by Aldebarán's abilities in the area. Of course, as we expand to international markets which I have extensive experience with, I will be able to provide him with support in many areas beyond marketing to complement his abilities.","Inbound salesperson to close pre-orders, Operations Manager",true,"leader name","2020-02-27",true,"Ltd (Spanish S.L.)","2019-12-17","MVP","Pre-seed","url_project","url_project_linkedin","Managed marketplace enabling customers to rent the devices they need without lock-ins",true,true,"B2C",true,28,"Good",0,8000,950000,2200000,11,false,"Grover",3,"Spain","Valencia","Spain",true,"Go-Lemon",,1,true,875000000000,7,"Marketing","Brand, source code and documentation","2021-10-11",true,"M&A","We haven't formulated a plan B at this time","[""Suppliers"",""Public Institutions"",""Incubators/accelerators"",""Investors"",""Distributors""]","In question 11, regarding nationality, I was only able to put one (USA). I also have Italian citizenship.",3,"Most of the questions in the second part of the questionnaire were not ones that different team members would have different answers for. It would be great to have one questionnaire with just the personal questions for each teammember and a separate one with the general questions to be answered just once. Also, the ability to give decimal numbers or explanations where we don't have a specific number (churn for example, we put 0 because all of our subscriptions are currently active)","project","questionnaireid","founder"
"Name founder","Male",22,"email","url_linkedin_profile","proyect name","Financial Services","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",3,"Spanish",52,"CEO",80,true,"N/A","N/A","To play a proactive role in changing how the world operates",,"Law & Economics (incl. business sciences)",6,2,5,false,10000,true,26,true,"To have a strong focus on what the firm is able to achieve for society-at-large",3000,85000,false,3,,1,"To my mind, days with 50 hours might be good. No joking, speaking of myself, I want to improve my communication skills in English, which is something I'm working on with daily practice and coursework. Speaking about the team, we need to improve our ability to close B2C Phone Calls. Finally, we could to improve in optimizing our operations (mostly when we'll expand to other countries) and in our UX/UI on web.","Internal sales person (by comission), operations manager and second developer.",true,"leader name","2019-08-20",true,"Ltd (Spanish S.L.)","2019-12-17","MVP","Pre-seed","url_project","url_project_linkedin","Online managed marketplace for consumer electronics device rentals for consumers and businesses",true,true,"B2C",true,28,"Good",0,8000,950000,2200000,11,false,"Grover",3,"Spain","Valencia","Spain",true,"GoLemon",,1,true,875000000000,7,"Marketing","Brand, code and documentation","2021-10-11",true,"M&A","Nowadays we don't have a plan B yet","[""Suppliers"",""Investors"",""Incubators/accelerators"",""Distributors"",""Public Institutions""]","I'd like to share with you our Mission, Vision and Values:
https://hola.emendu.com/soul

Thank you",3,"Too much questions, most of them repetitive. It makes sense that personal questions are answered by each co-founder, but KPIs and another kind of questions (as market, MRR, etc) aren't necessary by all the co-founders.","project","questionnaireid","founder"
"Name founder","Male",24,"email","url_linkedin_profile","proyect name","Data and Analytics","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",4,"Spanish",43,"CEO",60,true,"N/A","N/A","To solve a specific problem for a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Masters","Engineering (incl. computer sciences and architecture)",4,0,3,false,0,true,25,true,"To have a strong focus on a group of people that I strongly identify with (e.g., friends, colleagues, club, community)",2000,50000,false,2,"Incubator",1,"Financial","CPO",false,"leader name","2020-01-02",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Planet helps retailers to set optimal prices and promotions using artificial intelligence",true,true,"B2B",false,0,"Good",0,0,150,1000000,12,false,"N/A",6,"Spain","Málaga","Spain",true,"Optimus Price","Service",2,false,2000000000,2,"Salaries (Team)","AI Algorithms","2022-01-01",false,"N/A","We always can make a pivot","[""Suppliers"",""Distributors"",""Public Institutions"",""Incubators/accelerators"",""Investors"",""Media""]","N/A",5,"Nothing","project","questionnaireid","founder"
"Name founder","Female",38,"email","url_linkedin_profile","proyect name","Education","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",10,"Spanish",40,"CEO",48,true,"N/A","N/A","To play a proactive role in shaping the activities of a group of people that I strongly identify with","Masters",,15,1,7,true,60000,true,20,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",3000,80000,false,2,"Incubator",1,"Planning","CMO & Backend",true,"leader name","2019-09-24",true,"Ltd (Spanish S.L.)","2020-05-28","Product-Market fit","Seed","url_project","url_project_linkedin","A digital platform of multidisciplinary content that offers families constant and lasting support in the intellectual and emotional development of their children on a monthly basis",true,true,"B2C",true,6,"Excellent",8,4200,20000,100000,12,true,"Art attack",4,"Spain","Valencia",,true,"The same","Service",4,true,10000000,4,"Tech","Web, copyrights and team","2021-02-01",true,,"The plan A is better","[""Incubators/accelerators"",""Media"",""Distributors"",""Investors"",""Public Institutions"",""Suppliers""]","Thanks!",5,"No!","project","questionnaireid","founder"
"Name founder","Female",37,"email","url_linkedin_profile","proyect name","Education","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",8,"Spanish",45,,48,true,"N/A","N/A","To play a proactive role in shaping the activities of a group of people that I strongly identify with","Phd","Engineering (incl. computer sciences and architecture)",15,0,3,true,45000,true,15,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",3000,80000,false,2,"Incubator",1,"Illustration","Backen",true,"leader name","2019-12-04",true,"Ltd (Spanish S.L.)","2020-05-28","Product-Market fit","Seed","url_project","url_project_linkedin","KranClub offers activities and experiences for boys and girls that help develop skills and intelligences in a fun way.",true,true,"B2C",true,6,"Excellent",10,4000,15000,100000,12,true,"creative galaxy",4,"Spain","valencia",,true,"personalization","Variety",4,true,10500000000,5,"Tech","web, book copyright","2021-02-15",true,"PE","Adapt a scalable model within the sector","[""Distributors"",""Media"",""Incubators/accelerators"",""Investors"",""Public Institutions"",""Suppliers""]","En KranClub estamos muy cerca de validar la plataforma que hará escalaba el proyecto, con la ayuda de esta inversión daremos un salto en el tiempo. Muchas gracias por vuestro tiempo.",4,"Idioma","project","questionnaireid","founder"
"Name founder","Male",28,"email","url_linkedin_profile","proyect name","Software","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",1,"Spanish",25,"COO",60,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Law & Economics (incl. business sciences)",7,0,1,false,52000,true,15,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",750,50000,false,3,"Family",0,"UX/UI skills","Developer (Full Stack)",true,"leader name","2020-03-01",true,"Ltd (Spanish S.L.)","2020-04-30","Product-Market fit","Pre-seed","url_project","url_project_linkedin","SaaS to increase awareness, sales and content through micro-influencer and brand ambassadors.",true,true,"B2B",true,300,"Good",30,6000,150000,450000,7,false,"brandchamp.io",4,"Spain","Barcelona","Spain",true,"Hivency","Service",1,false,10000000000,20,"Tech","Our software and databases (brands and creators)","2021-01-01",true,"M&A","We have different alternatives in our backstage, we can become for instance an e-commerce pluggin for platforms such as shopify o woocommerce.","[""Incubators/accelerators"",""Investors"",""Media"",""Public Institutions"",""Distributors""]","We know that influencer world is evolving constantly as social media networks are also. Our goal is to become ""social media networks"" acnostic software to deliver a solution that can be scalable at every level of social influence.",5,"tell you in advance which information you will need to answer some questions (techical questions of the project; Business Plan, Financial Plan, etc...)","project","questionnaireid","founder"
"Name founder","Male",33,"email","url_linkedin_profile","proyect name","Software","To operate my firm on the basis of solid management practices","Take advantage of business opportunity",10,"Spanish",25,"CTO",50,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Engineering (incl. computer sciences and architecture)",10,8,0,"N/A",50000,true,2,true,"To establish a strong competitive advantage and significantly outperform other firms in my domain",0,50000,false,3,"Professional intro",0,"Data Analysis","Account Manager",false,"leader name","2020-02-01",true,"Ltd (Spanish S.L.)","2020-04-30","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Indomit offers the best service to engage with potential clients throw microinfluencers",true,true,"B2B",true,300,"Good",30,6000,150000,450000,7,false,"Hivency",4,"Spain","Barcelona","Spain",true,"Hivency","Service",1,false,10000000000,20,"Tech","Software UX / Automation / Processes","2021-03-01",true,"M&A","Specific niche influencer marketplace","[""Investors"",""Incubators/accelerators""]","N/A",4,"Some of the questions are so open","project","questionnaireid","founder"
"Name founder","Female",55,"email","url_linkedin_profile","proyect name","Community and Lifestyle","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",30,"Spanish",21,,50,true,"N/A","N/A","To play a proactive role in changing how the world operates","Masters","Social sciences (e.g., psychology, politics, educational science)",30,27,5,true,212000,true,10,true,"To have a strong focus on what the firm is able to achieve for society-at-large",80000,100000,false,4,"Incubator",1,"Artificial Intelligence, Mixed Reality","AI expert",true,"leader name","2020-03-01",true,"Ltd (Spanish S.L.)","2020-08-12","MVP","Series A","url_project","url_project_linkedin","Neuroscience and Artificial Intelligence at the service of people's freedom",true,true,"B2C",false,22,"N/A",5,0,280000,1500000,6,false,"Pisos",4,"Spain","Madrid","Spain",false,"they are not direct competitors exactly",,1,true,690000000,8,"Tech","The development of a new emotional technology based on neuroscience and bioinformation processing, experienced and validated in Research Centers","2021-09-01",false,"N/A","My profession as an expert nlp coachl","[""Incubators/accelerators""]","The social dimension of the Vribus project is something worth getting involved in",5,"I don't know. It's simple and to the point","project","questionnaireid","founder"
"Name founder","Male",42,"email","url_linkedin_profile","proyect name","Health Care","To have thoroughly analyzed the financial prospects of my business","Take advantage of business opportunity",0,"Polish",28,"CTO",62,false,,false,"To advance my career in the business world","Masters","Engineering (incl. computer sciences and architecture)",24,18,14,false,4500000,true,5,false,"To establish a strong competitive advantage and significantly outperform other firms in my domain",35000,0,false,3,"Professional intro",0,"b2b sales :)","sales",false,"leader name","2020-01-29",true,"Ltd (Spanish S.L.)","2020-05-07","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Innovative ways to provide mental health benefits to employees. E2E secured, anonymous.",false,true,"B2B2C",true,50,"Excellent",20,600,2000000,5000000,999,false,"ginger.io",3,"Poland","Olsztyn","Poland",true,"wetalk.pl","Quality",3,true,50000000000,15,,"It seems that everybody want's to buy or whitelabel our app. So having and e2e solution is something that other companies desire.","2021-01-15",true,"M&A","There are multiple :D. Start whitelabeling, sell the platform, merge with other health provider that is missing a platform, pivot more towards remote learning/coaching, launch proper mental diagnostic tools (ML/AI), ...","[""Incubators/accelerators""]","This is my first startup where I would like to not be a financial investor (as well as member of the board and CTO and engineering manger and an engineer). Hence zero investment after the 100k lottery win :D. I would like to be able to think like a founder and take on more risks. Financial investor perspective does not allow me to do that :-P",2,"Split the questions by role.","project","questionnaireid","founder"
"Name founder","Male",21,"email","url_linkedin_profile","proyect name","Software","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",5,"Ukrainian",20,"CTO",40,false,"[""Full-time Job""]",true,"To play a proactive role in changing how the world operates","Undergraduate","Engineering (incl. computer sciences and architecture)",3,3,1,false,2000,true,5,true,"To have a strong focus on what the firm is able to achieve for society-at-large",1500,100000,false,3,"Friends",1,"technical","Engineering",true,"leader name","2020-06-22",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Inventing robots for the future",true,true,"B2B",false,30,"Excellent",0,0,5000000,12000000,6,false,"UVD Robots",3,"Poland","Lublin","Poland",true,"UVD Robots","Price",1,false,8000000000,19,"Salaries (Team)","Algorithm","2021-10-01",true,"IPO","M&A","[""Public Institutions""]","Robots are our future and I want to change the perception of how humans use robots in their daily life",5,"Nothing really","project","questionnaireid","founder"
"Name founder","Male",34,"email","url_linkedin_profile","proyect name","Health Care","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",0,"Polish",28,"COO",50,true,"N/A","N/A","To play a proactive role in changing how the world operates","Undergraduate","Engineering (incl. computer sciences and architecture)",13,4,5,false,0,true,3,false,"To convince others that private firms are indeed able to address the type of societal challenges that my firm addresses (e.g., social justice, environmental protection)",40000,10000,false,3,"Incubator",0,"Sales skills","sales rep",true,"leader name","2020-01-14",true,"Ltd (Spanish S.L.)","2020-05-07","Product-Market fit","Pre-seed","url_project","url_project_linkedin","Online psychological support for employees. Secure, anonymous and psychologists with business background.",true,true,"B2B2C",true,80,"Excellent",20,560,1474000,2370000,6,false,"Talkspace",3,"Poland","Olsztyn","UK",true,"Talkspace","Tech",2,false,32300000000,15,"Marketing","Technology edge (our own secure app which ensure full anonymity),","2021-01-02",true,"M&A","Private equity fund","[""Incubators/accelerators"",""Media"",""Distributors""]","We are strongly believe in our mission and would like to build really profitable and valuable company. Current times shows us that this is the best moment to build a scale and operate in other countries.",2,"Don't ask about irrelevant or meaningless topics","project","questionnaireid","founder"
"Name founder","Male",33,"email","url_linkedin_profile","proyect name","Software","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",0,"Polish",20,"CSO",30,false,"[""Other ventures"",""Part-time Job""]",true,"To play a proactive role in changing how the world operates","Masters","Social sciences (e.g., psychology, politics, educational science)",13,10,8,false,0,true,10,false,"To have a strong focus on what the firm is able to achieve for society-at-large",0,100000,false,4,"Incubator",0,"Communication","software engineer",true,"leader name","2020-06-20",false,"N/A","N/A","MVP","Pre-seed","url_project","url_project_linkedin","Building service robots to work alongside humans",true,true,"B2B",false,35,"Excellent",0,"N/A",1500000,15000000,9,false,"UVD Robotics",2,"Poland","Lublin or Bialystok or Warsaw","Poland",true,"UVD Robotics","Price",3,false,9000000000,20,"Salaries (Team)","algorithms","2021-09-01",true,"IPO","M&A","[""Public Institutions"",""Incubators/accelerators"",""Media""]","The robotics industry is at the breakthrough moment, developing at very fast pace that will be only accelerated by the current global situation.This applies especially to product like ours - robots operating in the health and medical industry, saving valuable time and manpower.I am confident that we can use what has been already developed in the industry and bring it on higher levels, when given the opportunity.",5,"good and diligent already!","project","questionnaireid","founder"
"Name founder","Female",38,"email","url_linkedin_profile","proyect name","Health Care","To have thoroughly analyzed the financial prospects of my business","Take advantage of business opportunity",4,"Polish",15,"CDO",20,false,"[""Full-time Job""]",true,"To play a proactive role in changing how the world operates","Masters","Arts / Humanities (e.g., linguistics, cultural studies, religion, philosophy, history)",12,2,6,true,130000,true,2,false,"To establish a strong competitive advantage and significantly outperform other firms in my domain",100,85000,false,4,"Colleagues",4,"Financial","CTO",true,"leader name","2020-03-01",true,"Ltd (Spanish S.L.)","2020-08-19","MVP","Pre-seed","url_project","url_project_linkedin","Personalized anti-acne treatment with convenient online diagnosis",true,true,"B2C",true,15,"Excellent","N/A",77,4400000,9500000,18,false,"curology",1,"Poland","Gdańsk","Poland",true,"La Roche-Posay","Tech",4,false,16000000000000,16,"Physical products","Blueprints of formulations, online diagnosis algorithms, skin atlas","2022-02-01",false,"N/A","Getting a job.","[""Incubators/accelerators"",""Public Institutions"",""Media"",""Distributors""]","N/A",5,"N/A","project","questionnaireid","founder"
"Name founder","Female",39,"email","url_linkedin_profile","proyect name","Health Care","To make the world a “better place” (e.g., by pursuing social justice, protecting the environment)","Take advantage of business opportunity",12,"Polish",18,,20,false,"[""Full-time Job""]",true,"To play a proactive role in changing how the world operates","Phd","Law & Economics (incl. business sciences)",12,12,0,"N/A",0,true,3,true,"To have a strong focus on what the firm is able to achieve for society-at-large",650,100000,false,4,"Colleagues",7,"contrloling","cto",true,"leader name","2020-03-01",true,"Ltd (Spanish S.L.)","2020-08-19","MVP","Pre-seed","url_project","url_project_linkedin","#innovative, #personally, #technology, #acne, #medical, #effecitveAcneTreatmentAccesForEveryone, #medTech",false,true,"B2C",true,20,"Excellent","N/A",75,4000000,9000000,18,false,"curology",1,"Poland","Gdańsk","Poland",true,"La Roche Posay","Service",4,false,16000000000000,16,"Marketing","Formulas' bleuprints, Skin Atlas, Diagnosis Algorithms","2022-01-24",false,"N/A","looking for support","[""Public Institutions"",""Incubators/accelerators"",""Media"",""Suppliers"",""Investors"",""Distributors""]","Some of the questions require additional coments - but it is generally, it is worth getting interested in us :)",4,"comment option","project","questionnaireid","founder"
"Name founder","Male",21,"email","url_linkedin_profile","proyect name","Food and Beverage","To provide a product/service that is useful to a group of people that I strongly identify with (e.g., friends, colleagues, club, community)","Take advantage of business opportunity",0,"Spanish",50,"CEO",60,true,"N/A","N/A","To play a proactive role in changing how the world operates","Undergraduate","Mathematics and natural sciences",2,2,1,false,40000,true,4,true,"To have a strong focus on a group of people that I strongly identify with (e.g., friends, colleagues, club, community)",3000,100000,false,2,"Incubator",0,"Operational skills coming from previous experience in the 5th range food space.","COO or Head of Operations",true,"leader name","2020-08-01",true,"Ltd (Spanish S.L.)","2020-10-08","MVP","Pre-seed","url_project","url_project_linkedin","The First 100% Vegan & 0-emission Meal Subscription for a Healthier Lifestyle",true,true,"B2C",true,10,"Excellent",10,3500,550000,2400000,8,false,"Simplefeast.com or Seazon.fr",2,"Spain","Valencia","Spain",false,"Wetaca","Quality",0,"N/A",14600000000,80,"Salaries (Team)","The different recipes and different mixes of unique spices.","2023-02-01",true,"M&A","IPO in BME Growth exchange.","[""Investors""]","No",4,"Make it shorter and more to the point, and only one founder should fill it in because most of the questions will be the same.","project","questionnaireid","founder"
